physician_id,physician_efficiency,metro_area,physician_working_specialty,physician_gender,physician_credential,physician_med_school,physician_graduation_year,bump_feature,engineered_feature_1,engineered_feature_2,engineered_feature_3,medicare_engineered_1,medicare_engineered_2,medicare_engineered_3,medicare_enginerred_4,medicare_engineered_5,medicare_engineered_6,num_medicare_patients,medicare_patient_hcc_risk_score
8952,1.04,Dallas,Family Practice,F,UNKNOWN,KIRKSVILLE COLLEGE OF OSTEOPATHIC MEDICINE,1983,5492,0.727,0.707,17.6,2,2,0,0,2,2,0,1.046
897,1.04,Chicago,Cardiovascular - Non-interventional,F,MD,OTHER,1984,5367,1.505,1.313,3.3,2,2,4,2,1,1,1858,1.627
4819,1.04,Chicago,Gastroenterology,F,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1984,5426,1.048,1.049,9.2,3.25,3,2,4,4,3,542,1.307
5172,1.04,Chicago,Internal Medicine,F,UNKNOWN,HARVARD MEDICAL SCHOOL,1984,5436,1.367,1.054,17,3,3,3,0,2,4,498,1.386
9943,1.04,Dallas,Facial Surgery and Otolaryngology,F,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1984,5515,1.136,1.213,12.2,2.75,3,2,1,5,3,558,1.272
2237,1.04,Dallas,OB/GYN,M,UNKNOWN,OTHER,1986,5378,1.02,1.033,5.7,5,5,5,5,5,5,448,1.008
3531,1.04,Chicago,Physical Medicine & Rehabilitation,F,UNKNOWN,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1986,5404,1.086,1.051,15.2,2.333,2,1,0,4,2,137,1.987
5137,1.04,Chicago,Ortho - Total Knee/Hip,M,UNKNOWN,UNIVERSITY OF HEALTH SCIENCES/CHICAGO MEDICAL SCHOOL,1988,5434,1.101,1.054,16.5,2.75,3,3,1,4,3,702,1.289
6594,1.04,Dallas,Neurological Surgery,M,UNKNOWN,UNIVERSITY OF FLORIDA COLLEGE OF MEDICINE,1988,5457,1.104,1.083,3.2,1.75,2,3,2,1,1,184,0.872
4199,1.04,Chicago,Orthopedic Surgery,M,UNKNOWN,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1989,5411,0.985,1.049,11.3,3.25,3,4,5,1,3,432,1.354
9851,1.04,Dallas,OB/GYN,M,MD,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1989,5513,1.08,1.213,8.5,2,2,1,0,2,3,43,0.915
8485,1.04,Chicago,Family Practice,M,UNKNOWN,UNIVERSITY OF OSTEOPATHIC MEDICINE AND HEALTH SCIENCES,1990,5485,1.14,1.153,2.8,2.75,3,2,3,4,2,308,1.033
8511,1.04,Chicago,Gastroenterology,M,MD,OTHER,1990,5487,1.172,1.172,6.1,3.75,4,5,1,5,4,1216,2.127
8863,1.04,Dallas,Colon-Rectal Surgery,M,UNKNOWN,"UNIVERSITY OF MISSOURI, COLUMBIA SCHOOL OF MEDICINE",1990,5490,0.966,0.973,3,3,3,4,4,1,3,403,1.016
2982,1.04,Chicago,Family Practice,F,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1991,5391,0.926,0.926,8.8,2.5,3,5,1,3,1,55,0.842
129,1.04,Chicago,Oncology,F,UNKNOWN,"UNIVERSITY OF CHICAGO, PRITZKER SCHOOL OF MEDICINE",1992,5357,1.221,1.239,3.9,2.25,2,2,3,2,2,514,2.132
3847,1.04,Dallas,Endocrinology,M,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1992,5407,1.216,1.301,5.5,2.75,3,3,4,3,1,90,1.331
4913,1.04,Chicago,General Surgery,F,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1992,5429,0.922,0.895,13.7,3.75,4,5,3,2,5,322,1.761
9394,1.04,Dallas,Internal Medicine,M,MD,OTHER,1992,5503,0.864,0.943,11.3,3.25,3,3,3,2,5,314,1.593
2294,1.04,Chicago,Thoracic Cardiovascular Surgery,F,UNKNOWN,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,1993,5380,1.063,1.051,10.6,3.25,3,5,4,1,3,397,1.289
4809,1.04,Chicago,Radiology,M,UNKNOWN,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1993,5425,1.219,1.219,5.7,2.333,2,1,3,0,3,2427,2.024
8246,1.04,Dallas,Oncology,F,MD,VANDERBILT UNIVERSITY SCHOOL OF MEDICINE,1993,5482,1.249,1.117,10,1.333,1,2,1,0,1,101,1.443
2748,1.04,Chicago,Neurological Surgery,F,MD,HARVARD MEDICAL SCHOOL,1995,5387,1.233,1.357,7.1,1,1,1,0,1,1,69,1.751
2766,1.04,Dallas,Ortho - Spine,F,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1995,5389,0.923,0.923,8.2,2,2,1,2,3,2,30,0.72
7298,1.04,Chicago,Neurological Surgery,M,MD,UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE,1995,5464,1.063,1.119,13.9,3.5,4,5,5,2,2,558,1.122
4297,1.04,Dallas,Family Practice,F,UNKNOWN,OTHER,1996,5413,0.946,0.946,16,2,2,1,2,3,2,165,0.764
9887,1.04,Chicago,Internal Medicine,M,MD,OTHER,1996,5514,1.073,1.041,15,3.25,3,2,3,5,3,173,1.526
3023,1.04,Chicago,Gastroenterology,M,UNKNOWN,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,1997,5393,1.147,0.988,3.5,3.5,4,5,1,3,5,884,2.075
6199,1.04,Chicago,Radiology,F,MD,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1997,5450,1.061,1.068,4,3.5,4,0,3,0,4,3005,1.863
2363,1.04,Chicago,Dermatology,F,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1998,5381,0.983,0.983,12.5,4.5,5,3,5,5,5,874,0.925
2405,1.04,Chicago,Orthopedic Surgery,M,MD,CHICAGO COLLEGE OF OSTEOPATHY,1998,5383,0.84,0.912,10.4,2.5,3,2,3,4,1,149,1.145
3756,1.04,Chicago,Psychiatry,F,MD,OTHER,1998,5406,0.939,0.939,6.7,3.333,3,3,0,5,2,229,1.18
4165,1.04,Chicago,OB/GYN,F,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1998,5410,1.017,1.017,7.3,2.25,2,1,3,3,2,52,0.7
7355,1.04,Chicago,Radiology,F,MD,UMDNJ-NEW JERSEY MEDICAL SCHOOL,1998,5467,1.13,1.154,10.1,2.5,3,0,2,0,3,1312,2.091
9089,1.04,Dallas,Family Practice,F,UNKNOWN,UNIVERSITY OF OKLAHOMA COLLEGE OF MEDICINE,1999,5495,0.961,1.073,6.3,2.5,3,1,1,5,3,237,1.084
186,1.04,Chicago,Pathology,M,MD,MEDICAL COLLEGE OF GEORGIA,2000,5358,1.088,1.088,10,1.667,2,2,2,0,1,1104,1.216
7395,1.04,Chicago,Cardiovascular - Interventional,M,MD,OTHER,2000,5468,1.02,0.963,15.2,3.25,3,4,5,1,3,1460,1.587
527,1.04,Chicago,Radiology,M,UNKNOWN,JEFFERSON MEDICAL COLLEGE OF THOMAS JEFFERSON UNIVERSITY,2001,5362,1.053,1.092,13.9,3.5,4,0,5,0,2,2621,1.488
2370,1.04,Dallas,OB/GYN,M,UNKNOWN,STATE UNIVERSITY OF NEW YORK AT BUFFALO SCHOOL OF MEDICINE,2001,5382,0.961,0.961,12.1,2,2,3,2,1,2,49,0.916
4502,1.04,Dallas,Internal Medicine,F,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT SAN ANTONIO,2001,5419,0.935,0.935,6.7,4,4,5,5,3,3,244,0.901
6181,1.04,Chicago,Hand Surgery,M,UNKNOWN,OTHER,2001,5449,1.161,1.099,13.4,2.5,3,1,4,1,4,455,0.957
7449,1.04,Chicago,Ortho - Spine,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2001,5469,1.425,1.254,9.2,1.5,2,1,1,3,1,105,1.152
7658,1.04,Dallas,Facial Surgery and Otolaryngology,M,UNKNOWN,"UNIVERSITY OF MISSOURI, KANSAS CITY, SCHOOL OF MEDICINE",2001,5470,1.128,1.128,14.7,3.75,4,5,3,3,4,625,1.078
1168,1.04,Chicago,OB/GYN,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2002,5368,0.968,0.935,15,2.667,3,3,0,2,3,40,0.949
1682,1.04,Chicago,Plastic Surgery,M,MD,"UNIVERSITY OF CALIFORNIA, UCLA SCHOOL OF MEDICINE",2002,5373,1.187,1.357,2.3,1,1,1,0,0,1,63,1.389
3189,1.04,Chicago,Family Practice,F,UNKNOWN,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,2002,5398,1.005,1.005,2.8,2.75,3,5,4,1,1,311,0.841
6049,1.04,Chicago,Family Practice,F,UNKNOWN,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,2002,5444,1.097,1.047,11.1,2.5,3,3,2,4,1,346,1.102
7783,1.04,Chicago,Urology,M,UNKNOWN,ALBANY MEDICAL COLLEGE OF UNION UNIVERSITY,2002,5474,2.091,2.092,3.7,2.25,2,3,1,1,4,1352,1.633
9182,1.04,Dallas,Internal Medicine,M,UNKNOWN,OTHER,2002,5499,0.865,0.865,2.2,3.5,4,5,5,3,1,259,0.94
3376,1.04,Chicago,Sports Medicine,F,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,2003,5401,1.038,1.26,15.6,4,4,5,5,3,3,734,0.969
4136,1.04,Dallas,Family Practice,M,MD,LOMA LINDA UNIVERSITY SCHOOL OF MEDICINE,2003,5409,1.063,1.048,2.1,3.5,4,4,3,4,3,245,1.142
4356,1.04,Dallas,Dermatology,F,MD,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,2003,5415,1.068,1.068,7.2,2.5,3,3,3,2,2,773,0.846
4644,1.04,Chicago,Family Practice,F,UNKNOWN,OTHER,2003,5424,1.025,0.972,14.2,2.5,3,1,1,3,5,313,1.54
5592,1.04,Chicago,Hospital Based Physician,F,MD,MOUNT SINAI SCHOOL OF MEDICINE OF CITY UNIVERSITY OF NEW YORK,2003,5441,1.123,1.354,17.5,3,3,3,1,3,5,161,1.764
7238,1.04,Dallas,Endocrinology,F,MD,OTHER,2003,5463,0.97,0.97,9.9,2.25,2,1,3,4,1,177,0.862
6221,1.04,Dallas,Family Practice,M,MD,OTHER,2004,5452,1.077,1.087,4.3,2.25,2,1,1,3,4,170,1.006
9785,1.04,Dallas,Infectious Disease,F,UNKNOWN,OTHER,2004,5512,1.168,1.15,10.7,2.75,3,5,2,1,3,678,3.05
2699,1.04,Dallas,Facial Surgery and Otolaryngology,M,UNKNOWN,OTHER,2005,5386,1.133,1.033,6.9,3.5,4,3,4,4,3,509,1.284
3744,1.04,Chicago,General Surgery,M,UNKNOWN,OTHER,2005,5405,1.09,1.09,12.4,3.25,3,4,3,2,4,214,1.671
4369,1.04,Chicago,Emergency Medicine,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2005,5417,0.882,0.882,1.9,2.5,3,2,5,1,2,504,1.839
4371,1.04,Chicago,Ortho - Total Knee/Hip,M,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2005,5418,0.961,0.908,14.3,3.75,4,4,3,3,5,951,1.141
9332,1.04,Chicago,Internal Medicine,M,UNKNOWN,HARVARD MEDICAL SCHOOL,2005,5502,1.139,1.154,10.8,2.75,3,3,1,3,4,123,2.116
1330,1.04,Dallas,Pediatrics,F,MD,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT SAN ANTONIO,2006,5370,1.049,0.967,16,3.75,4,4,5,4,2,64,0.923
4573,1.04,Chicago,Pulmonary Diseases,M,MD,OTHER,2007,5421,1.059,1.154,6.6,2.5,3,2,4,2,2,449,2.221
5185,1.04,Chicago,Internal Medicine,M,MD,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,2007,5437,1.115,1.123,8,1.75,2,1,2,3,1,89,2.064
8487,1.04,Chicago,Pulmonary Diseases,F,MD,UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE,2007,5486,1.059,1.154,10.7,2.75,3,5,1,2,3,106,2.872
8681,1.04,Chicago,Radiology,F,MD,OTHER,2007,5489,0.935,0.906,15.3,3.5,4,0,5,0,2,444,1.003
4300,1.04,Dallas,Gastroenterology,M,MD,UNIVERSITY OF LOUISVILLE SCHOOL OF MEDICINE,2008,5414,0.947,0.945,11.4,1.25,1,2,1,1,1,286,1.451
6654,1.04,Dallas,Gastroenterology,F,UNKNOWN,OTHER,2008,5458,0.947,0.945,15,2.25,2,1,3,1,4,203,1.763
6995,1.04,Chicago,OB/GYN,F,MD,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,2008,5462,1.077,1.077,10.6,2,2,3,0,0,1,32,0.557
9409,1.04,Dallas,OB/GYN,F,MD,"UNIVERSITY OF MISSOURI, COLUMBIA SCHOOL OF MEDICINE",2008,5504,1.032,0.967,13.7,3.75,4,3,5,5,2,34,0.856
122,1.04,Chicago,Family Practice,F,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2009,5356,1.28,1.28,10.6,2.25,2,3,1,3,2,132,1.227
2763,1.04,Dallas,Family Practice,F,MD,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT SAN ANTONIO,2009,5388,0.814,0.814,9,2.5,3,1,2,5,2,181,0.769
6493,1.04,Chicago,Emergency Medicine,F,MD,STATE UNIVERSITY OF NEW YORK AT BUFFALO SCHOOL OF MEDICINE,2009,5455,1.132,1.132,14.9,3,3,4,2,2,4,1152,2.248
5301,1.04,Dallas,Family Practice,M,MD,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,2010,5438,1.077,1.087,14.3,3.75,4,5,3,4,3,77,0.667
7858,1.04,Chicago,OB/GYN,F,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2010,5475,1.004,1.004,7.2,2,2,1,0,3,2,32,0.599
3064,1.04,Chicago,Family Practice,M,UNKNOWN,OTHER,2011,5396,1.067,1.128,14.8,3.5,4,5,3,3,3,303,0.923
4864,1.04,Dallas,Family Practice,F,UNKNOWN,OTHER,2011,5428,0.95,1.003,5.7,1,1,0,0,1,0,0,0
6813,1.04,Dallas,Cardiovascular - Non-interventional,M,UNKNOWN,CREIGHTON UNIVERSITY SCHOOL OF MEDICINE,2011,5460,1.022,0.86,12.3,4,4,5,5,3,3,605,2.293
4596,1.04,Dallas,Family Practice,F,UNKNOWN,OTHER,2012,5423,0.466,0.466,2.4,3.75,4,4,4,4,3,295,1.463
6216,1.04,Chicago,Radiology,M,UNKNOWN,UNIVERSITY OF WISCONSIN MEDICAL SCHOOL,2012,5451,0.885,0.885,13.6,3,3,1,4,0,4,2016,1.819
3339,1.04,Chicago,Neurological Surgery,M,UNKNOWN,WAYNE STATE UNIVERSITY SCHOOL OF MEDICINE,2013,5400,1.147,1.154,2.9,1,1,1,0,0,1,93,1.161
4258,1.04,Chicago,Sports Medicine,M,UNKNOWN,OTHER,2013,5412,1.407,1.133,9.7,2.25,2,2,1,3,3,153,1.839
1671,1.04,Dallas,Neurology,M,UNKNOWN,OTHER,2014,5372,1.218,1.213,15.5,2,2,1,1,5,1,61,1.308
7317,1.04,Dallas,Family Practice,F,UNKNOWN,OTHER,2014,5465,1.077,1.087,16.3,2.5,3,2,3,4,1,108,0.805
1184,1.04,Chicago,Hospital Based Physician,M,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,2015,5369,0.651,0.897,12.6,2.75,3,2,5,1,3,564,1.737
3926,1.04,Chicago,Emergency Medicine,M,UNKNOWN,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,2015,5408,0.673,0.673,13.8,2.5,3,2,4,1,3,473,2.489
7691,1.04,Dallas,Family Practice,F,UNKNOWN,TEXAS TECH UNIVERSITY HEALTH SCIENCE CENTER SCHOOL OF MEDICINE,2016,5471,1.093,1.086,2.9,1.5,2,1,2,1,2,125,1.048
5014,1.04,Dallas,Internal Medicine,M,UNKNOWN,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,2018,5430,1.043,1.052,12.3,3.5,4,5,4,3,2,85,1.624
397,1.04,Dallas,Vascular Surgery,M,UNKNOWN,OTHER,,5360,1.064,1.064,7.2,2.5,3,3,2,1,4,249,3.136
2423,1.04,Chicago,OB/GYN,U,UNKNOWN,UNKNOWN,,5384,1.002,1.001,5.6,3,3,1,0,5,3,46,0.718
2986,1.04,Chicago,Internal Medicine,U,UNKNOWN,UNKNOWN,,5392,1.072,0.983,8.1,2,2,1,2,4,1,314,1.035
3178,1.04,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,5397,1.135,1.132,10,3.25,3,3,3,3,4,915,2.116
3214,1.04,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,5399,1.046,1.022,13.4,3.25,3,2,2,5,4,779,1.895
7897,1.04,Chicago,Family Practice,U,UNKNOWN,UNKNOWN,,5478,1.061,1.134,13.6,2.667,3,3,0,1,4,58,0.805
8982,1.04,Chicago,OB/GYN,U,UNKNOWN,UNKNOWN,,5493,1.004,1.004,16.4,3.25,3,1,4,3,5,54,0.634
9091,1.04,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,5496,0.783,1.054,17.6,1,1,1,0,1,1,275,2.18
9244,1.04,Dallas,Family Practice,U,UNKNOWN,UNKNOWN,,5500,1.093,1.086,4.7,3,3,5,3,3,1,164,0.777
9652,1.04,Chicago,Emergency Medicine,U,UNKNOWN,UNKNOWN,,5509,1.09,1.091,4.7,3.25,3,2,2,5,4,775,2.032
8532,1.05,Dallas,Family Practice,F,UNKNOWN,TULANE UNIVERSITY SCHOOL OF MEDICINE,1965,5657,1.077,1.087,13.6,2.5,3,2,1,4,3,216,1.024
8571,1.05,Chicago,Family Practice,M,MD,OTHER,1971,5659,0.982,1.019,8.2,2.75,3,3,4,3,1,301,1.051
3301,1.05,Chicago,Gastroenterology,M,MD,OTHER,1976,5568,0.961,0.961,12.6,2.25,2,3,1,1,4,403,1.565
2304,1.05,Chicago,Oncology,M,UNKNOWN,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1979,5553,1.237,1.255,7.8,3.5,4,1,5,4,4,571,2.061
2849,1.05,Dallas,Family Practice,M,UNKNOWN,OTHER,1979,5559,0.777,0.777,3.5,3.75,4,3,5,4,3,95,0.646
8249,1.05,Chicago,Internal Medicine,M,UNKNOWN,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,1979,5652,0.921,0.921,6.6,3,3,2,4,3,3,233,0.779
9898,1.05,Chicago,Infectious Disease,F,MD,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1980,5686,1.314,1.314,16,3.25,3,3,3,2,5,743,2.906
6646,1.05,Chicago,Urology,M,UNKNOWN,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1982,5625,1.323,1.155,3.3,4.25,4,5,4,4,4,749,1.258
189,1.05,Chicago,Internal Medicine,M,UNKNOWN,CHICAGO COLLEGE OF MEDICINE AND SURGERY,1983,5516,0.963,1.053,11.6,2.75,3,1,5,3,2,190,0.979
487,1.05,Chicago,Gastroenterology,M,UNKNOWN,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1983,5523,1.034,1.155,6.9,2.25,2,2,1,5,1,659,1.089
4088,1.05,Dallas,Gastroenterology,M,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,1983,5582,1.115,1.139,13,2.75,3,1,4,3,3,623,2.045
5675,1.05,Dallas,Family Practice,M,MD,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,1983,5604,1.077,1.087,3.8,3.5,4,3,4,5,2,101,0.99
5880,1.05,Dallas,Oncology,F,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1983,5611,0.955,0.969,14.3,1.5,2,1,2,1,2,246,1.774
8601,1.05,Dallas,Internal Medicine,F,MD,UNIVERSITY OF ARKANSAS COLLEGE OF MEDICINE,1983,5660,1.072,1.083,12.3,2,2,1,2,4,1,488,0.812
2523,1.05,Chicago,General Surgery,F,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1984,5554,0.904,0.894,2.6,2.75,3,2,3,1,5,1157,2.275
3205,1.05,Chicago,Family Practice,F,DO,OTHER,1985,5565,1.143,1.089,9.4,3,3,0,5,1,3,331,0.802
427,1.05,Chicago,OB/GYN,M,MD,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1986,5521,1.075,1.075,3.1,3.667,4,5,0,2,4,163,0.614
4092,1.05,Chicago,Ortho - Total Knee/Hip,M,MD,UNIVERSITY OF ROCHESTER SCHOOL OF MEDICINE AND DENTISTRY,1986,5583,0.966,0.911,17,2.5,3,2,2,3,3,228,1.315
8391,1.05,Chicago,Infectious Disease,M,DO,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,1986,5656,1.071,1.074,3.3,2.25,2,1,4,1,3,662,3.388
9828,1.05,Dallas,Internal Medicine,M,UNKNOWN,TEXAS TECH UNIVERSITY HEALTH SCIENCE CENTER SCHOOL OF MEDICINE,1986,5684,0.831,1.033,10.5,2.25,2,1,1,4,3,525,1.103
9933,1.05,Chicago,OB/GYN,F,UNKNOWN,SOUTHERN ILLINOIS UNIVERSITY SCHOOL OF MEDICINE,1987,5688,1.028,1.028,5.2,1.75,2,2,1,1,3,56,0.777
560,1.05,Chicago,Ortho - Total Knee/Hip,F,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1988,5526,0.999,0.94,16.9,2.75,3,5,3,1,2,886,1.482
8946,1.05,Chicago,Cardiovascular - Interventional,F,MD,OTHER,1988,5666,1.02,0.964,14.3,4,4,4,5,3,4,1129,2.161
9273,1.05,Dallas,Maternal-Fetal Medicine,F,UNKNOWN,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1988,5673,1.049,1.213,17.2,3,3,2,2,3,5,253,0.849
1606,1.05,Chicago,Radiology,F,MD,"UNIVERSITY OF MISSOURI, KANSAS CITY, SCHOOL OF MEDICINE",1989,5542,0.729,0.897,13.2,2,2,1,3,0,2,2089,0.729
6228,1.05,Chicago,General Surgery,F,UNKNOWN,OTHER,1989,5619,1.115,1.054,13.6,3.5,4,4,2,4,4,150,1.51
7698,1.05,Chicago,Infectious Disease,M,UNKNOWN,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1989,5643,0.697,1.277,11.3,3.5,4,5,1,5,3,207,3.122
4331,1.05,Chicago,Internal Medicine,M,UNKNOWN,OTHER,1990,5585,0.934,0.776,9.2,3.5,4,2,4,5,3,452,1.76
6704,1.05,Chicago,Rheumatology,F,MD,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL SCHOOL AT DALLAS,1990,5626,1.077,1.077,17.2,3.25,3,2,3,5,3,896,1.15
7941,1.05,Chicago,Radiology,F,MD,UNIVERSITY OF ILLINOIS AT CHICAGO HEALTH SCIENCE CENTER,1991,5647,0.739,0.897,4.2,1.333,1,1,1,0,2,2405,0.777
9929,1.05,Dallas,OB/GYN,F,UNKNOWN,TEXAS TECH UNIVERSITY HEALTH SCIENCE CENTER SCHOOL OF MEDICINE,1991,5687,0.951,0.951,7.4,2.75,3,3,3,3,2,74,0.785
1130,1.05,Chicago,OB/GYN,M,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1992,5533,0.958,0.897,8.6,1.333,1,1,1,0,2,48,1.016
4627,1.05,Dallas,Family Practice,F,DO,OTHER,1992,5589,1.12,1.092,5.9,3,3,2,1,4,5,282,1.201
5770,1.05,Chicago,Internal Medicine,F,MD,OTHER,1992,5606,1.036,1.093,12.1,2.75,3,2,2,5,2,811,1.229
7164,1.05,Chicago,Radiology,F,MD,BOSTON UNIVERSITY SCHOOL OF MEDICINE,1993,5634,1.051,1.051,15.2,1.667,2,1,2,0,2,3432,1.757
8330,1.05,Chicago,General Surgery,M,MD,RUSH MEDICAL COLLEGE OF RUSH UNIVERSITY,1993,5653,1.189,1.053,13.4,3.25,3,5,4,2,2,292,0.977
1183,1.05,Chicago,Internal Medicine,F,MD,OTHER,1994,5534,1.144,1.155,3.7,4.75,5,5,4,5,5,509,2.723
3413,1.05,Dallas,OB/GYN,F,UNKNOWN,UNIVERSITY OF TEXAS MEDICAL SCHOOL AT SAN ANTONIO,1994,5572,1.236,1.205,9.4,2.667,3,2,2,0,4,24,0.827
3416,1.05,Chicago,Internal Medicine,F,UNKNOWN,NORTHWESTERN UNIVERSITY MEDICAL SCHOOL,1995,5573,1.046,1.047,6.9,3.5,4,5,4,1,4,764,1.238
6505,1.05,Chicago,OB/GYN,M,MD,OTHER,1995,5624,1.14,0.983,12.4,1.667,2,2,0,2,1,36,0.768
8546,1.05,Chicago,Radiology,M,UNKNOWN,"UNIVERSITY OF CHICAGO, PRITZKER SCHOOL OF MEDICINE",1995,5658,1.181,1.176,11.6,2.5,3,0,2,0,3,2768,1.697
4964,1.05,Chicago,Internal Medicine,F,UNKNOWN,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1996,5595,1.139,1.154,3.3,2.5,3,2,2,3,3,303,1.314
9026,1.05,Chicago,Gastroenterology,M,MD,UNIVERSITY OF VIRGINIA SCHOOL OF MEDICINE,1996,5670,1.035,1.154,3.8,3.25,3,5,1,3,4,243,2.216
2015,1.05,Dallas,Family Practice,M,MD,SAINT LOUIS UNIVERSITY SCHOOL OF MEDICINE,1997,5548,1.095,1.095,8.3,2.25,2,3,2,1,3,419,0.871
3980,1.05,Dallas,Cardiovascular - Interventional,M,MD,OTHER,1997,5580,0.7,1.173,10.7,1.75,2,1,1,3,2,709,2.128
7268,1.05,Chicago,Radiology,M,MD,CHICAGO COLLEGE OF OSTEOPATHIC MEDICINE,1997,5636,1.262,1.262,5.6,3.333,3,1,5,0,4,2839,1.545
9808,1.05,Chicago,Gastroenterology,M,UNKNOWN,"LOYOLA UNIVERSITY OF CHICAGO, STRITCH SCHOOL OF MEDICINE",1997,5683,1.049,1.049,9,2.75,3,3,1,4,3,950,2.137
3163,1.05,Chicago,Cardiovascular - Interventional,M,MD,DUKE UNIVERSITY SCHOOL OF MEDICINE,1998,5564,0.982,1.62,2.2,3.5,4,4,5,2,3,2310,2.23
6495,1.05,Chicago,Geriatric Medicine,F,MD,OTHER,1998,5623,0.981,0.935,9.5,2.75,3,2,2,4,3,898,2.046
416,1.05,Dallas,Orthopedic Surgery,F,UNKNOWN,GEORGETOWN UNIVERSITY OF MEDICINE,1999,5520,1.142,1.184,9.7,4,4,4,5,3,4,274,0.904
2052,1.05,Chicago,Gastroenterology,F,UNKNOWN,OTHER,1999,5549,0.974,0.896,11.5,2,2,3,1,1,3,533,1.322
284,1.05,Chicago,Facial Surgery and Otolaryngology,M,UNKNOWN,MEDICAL COLLEGE OF OHIO,2000,5517,1.141,0.897,4.4,2.5,3,2,4,1,3,518,0.95
2053,1.05,Dallas,OB/GYN,M,UNKNOWN,BAYLOR COLLEGE OF MEDICINE,2000,5550,0.915,0.915,3,1,1,1,0,0,1,17,1.022
